service,cost,usage,usage_start_time
EC2,1.9757,0.3911,2025-01-02 17:00:00
DynamoDB,0.5012,0.7461,2025-01-02 18:00:00
Lambda,0.9855,0.8066,2025-01-02 19:00:00
DynamoDB,0.421,0.5567,2025-01-02 20:00:00
EC2,1.9442,0.3866,2025-01-02 21:00:00
DynamoDB,0.2832,0.4246,2025-01-02 22:00:00
EC2,1.483,0.3004,2025-01-02 23:00:00
S3,0.0806,0.3109,2025-01-03 00:00:00
DynamoDB,0.5667,0.7379,2025-01-03 01:00:00
DynamoDB,0.3828,0.525,2025-01-03 02:00:00
DynamoDB,0.1975,0.2613,2025-01-03 03:00:00
EC2,2.8431,0.576,2025-01-03 04:00:00
DynamoDB,0.5848,0.8377,2025-01-03 05:00:00
DynamoDB,0.3474,0.4748,2025-01-03 06:00:00
S3,0.0744,0.3129,2025-01-03 07:00:00
RDS,2.1199,0.5986,2025-01-03 08:00:00
DynamoDB,0.5071,0.7618,2025-01-03 09:00:00
EC2,3.5928,0.7246,2025-01-03 10:00:00
EC2,1.7682,0.3862,2025-01-03 11:00:00
DynamoDB,0.058,0.0839,2025-01-03 12:00:00
S3,0.1698,0.7094,2025-01-03 13:00:00
EC2,3.4075,0.7326,2025-01-03 14:00:00
Lambda,0.7421,0.6414,2025-01-03 15:00:00
S3,0.0733,0.3069,2025-01-03 16:00:00
S3,0.0813,0.367,2025-01-03 17:00:00
DynamoDB,0.3355,0.4635,2025-01-03 18:00:00
RDS,2.8403,0.7537,2025-01-03 19:00:00
EC2,3.6998,0.744,2025-01-03 20:00:00
DynamoDB,0.3828,0.5665,2025-01-03 21:00:00
DynamoDB,0.393,0.53,2025-01-03 22:00:00
Lambda,0.9824,0.7915,2025-01-03 23:00:00
RDS,2.5541,0.7481,2025-01-04 00:00:00
DynamoDB,0.3197,0.4347,2025-01-04 01:00:00
EC2,3.489,0.7322,2025-01-04 02:00:00
RDS,1.8004,0.4835,2025-01-04 03:00:00
EC2,1.4252,0.2748,2025-01-04 04:00:00
Lambda,0.3517,0.3242,2025-01-04 05:00:00
RDS,1.9607,0.502,2025-01-04 06:00:00
S3,0.1537,0.6173,2025-01-04 07:00:00
RDS,1.8159,0.5083,2025-01-04 08:00:00
EC2,0.8133,0.191,2025-01-04 09:00:00
DynamoDB,0.4137,0.5393,2025-01-04 10:00:00
Lambda,0.7039,0.5688,2025-01-04 11:00:00
RDS,2.9886,0.8167,2025-01-04 12:00:00
Lambda,0.5472,0.4755,2025-01-04 13:00:00
EC2,4.4556,0.9044,2025-01-04 14:00:00
EC2,1.4066,0.3113,2025-01-04 15:00:00
EC2,3.416,0.7506,2025-01-04 16:00:00
DynamoDB,0.5405,0.8708,2025-01-04 17:00:00
S3,0.1929,0.7845,2025-01-04 18:00:00
Lambda,0.6229,0.5237,2025-01-04 19:00:00
S3,0.2182,0.8781,2025-01-04 20:00:00
S3,0.0701,0.3194,2025-01-04 21:00:00
Lambda,0.6425,0.5355,2025-01-04 22:00:00
EC2,0.9383,0.196,2025-01-04 23:00:00
S3,0.0925,0.3852,2025-01-05 00:00:00
Lambda,0.832,0.6452,2025-01-05 01:00:00
RDS,2.3659,0.6818,2025-01-05 02:00:00
S3,0.1381,0.5738,2025-01-05 03:00:00
EC2,1.1435,0.2336,2025-01-05 04:00:00
DynamoDB,0.6284,0.8713,2025-01-05 05:00:00
Lambda,0.2177,0.1812,2025-01-05 06:00:00
S3,0.0644,0.2573,2025-01-05 07:00:00
EC2,2.8791,0.605,2025-01-05 08:00:00
EC2,2.06,0.4338,2025-01-05 09:00:00
Lambda,0.5787,0.5017,2025-01-05 10:00:00
RDS,0.8464,0.2224,2025-01-05 11:00:00
EC2,2.047,0.4229,2025-01-05 12:00:00
Lambda,0.6792,0.5571,2025-01-05 13:00:00
S3,0.0583,0.2652,2025-01-05 14:00:00
RDS,1.4034,0.3823,2025-01-05 15:00:00
Lambda,0.4177,0.3544,2025-01-05 16:00:00
Lambda,1.0081,0.9255,2025-01-05 17:00:00
RDS,1.3755,0.349,2025-01-05 18:00:00
EC2,2.274,0.4911,2025-01-05 19:00:00
EC2,3.5317,0.7338,2025-01-05 20:00:00
S3,0.1043,0.4303,2025-01-05 21:00:00
S3,0.0839,0.3684,2025-01-05 22:00:00
DynamoDB,0.3263,0.4773,2025-01-05 23:00:00
DynamoDB,0.3679,0.5021,2025-01-06 00:00:00
S3,0.17,0.6706,2025-01-06 01:00:00
RDS,1.5455,0.4189,2025-01-06 02:00:00
DynamoDB,0.438,0.5985,2025-01-06 03:00:00
DynamoDB,0.276,0.4041,2025-01-06 04:00:00
RDS,1.977,0.6004,2025-01-06 05:00:00
EC2,1.8693,0.4464,2025-01-06 06:00:00
Lambda,0.267,0.2327,2025-01-06 07:00:00
EC2,3.5717,0.7193,2025-01-06 08:00:00
Lambda,0.4841,0.3892,2025-01-06 09:00:00
RDS,2.4195,0.6775,2025-01-06 10:00:00
DynamoDB,0.159,0.2231,2025-01-06 11:00:00
RDS,1.6229,0.4804,2025-01-06 12:00:00
EC2,2.7909,0.5734,2025-01-06 13:00:00
RDS,2.15,0.589,2025-01-06 14:00:00
EC2,3.0728,0.646,2025-01-06 15:00:00
RDS,1.9066,0.5404,2025-01-06 16:00:00
S3,0.0981,0.3831,2025-01-06 17:00:00
EC2,0.4572,0.0912,2025-01-06 18:00:00
Lambda,0.4342,0.3759,2025-01-06 19:00:00
DynamoDB,0.368,0.5523,2025-01-06 20:00:00
DynamoDB,0.2322,0.3368,2025-01-06 21:00:00
EC2,2.0995,0.4557,2025-01-06 22:00:00
S3,0.2145,0.8202,2025-01-06 23:00:00
DynamoDB,0.0707,0.0956,2025-01-07 00:00:00
S3,0.1656,0.6717,2025-01-07 01:00:00
Lambda,0.4367,0.3684,2025-01-07 02:00:00
DynamoDB,0.2469,0.3503,2025-01-07 03:00:00
RDS,0.9235,0.258,2025-01-07 04:00:00
RDS,0.7108,0.1994,2025-01-07 05:00:00
EC2,1.2138,0.2503,2025-01-07 06:00:00
DynamoDB,0.266,0.3641,2025-01-07 07:00:00
S3,0.1856,0.7163,2025-01-07 08:00:00
S3,0.0,0.0,2025-01-07 09:00:00
Lambda,0.5394,0.4394,2025-01-07 10:00:00
DynamoDB,0.1163,0.1699,2025-01-07 11:00:00
S3,0.1268,0.5261,2025-01-07 12:00:00
S3,0.1412,0.5755,2025-01-07 13:00:00
DynamoDB,0.4127,0.5677,2025-01-07 14:00:00
RDS,1.9013,0.5111,2025-01-07 15:00:00
DynamoDB,0.0404,0.0521,2025-01-07 16:00:00
RDS,0.2013,0.0591,2025-01-07 17:00:00
EC2,2.2557,0.4546,2025-01-07 18:00:00
EC2,0.0,0.0,2025-01-07 19:00:00
RDS,2.4884,0.6585,2025-01-07 20:00:00
DynamoDB,0.2557,0.3605,2025-01-07 21:00:00
Lambda,0.4432,0.3768,2025-01-07 22:00:00
S3,0.0673,0.2936,2025-01-07 23:00:00
EC2,2.8355,0.5869,2025-01-08 00:00:00
EC2,2.9027,0.5983,2025-01-08 01:00:00
RDS,2.4084,0.6409,2025-01-08 02:00:00
Lambda,0.1742,0.1517,2025-01-08 03:00:00
DynamoDB,0.3263,0.4537,2025-01-08 04:00:00
Lambda,0.4592,0.366,2025-01-08 05:00:00
RDS,3.2556,0.896,2025-01-08 06:00:00
Lambda,0.6466,0.5169,2025-01-08 07:00:00
S3,0.0305,0.1268,2025-01-08 08:00:00
DynamoDB,0.4849,0.6958,2025-01-08 09:00:00
DynamoDB,0.1817,0.2547,2025-01-08 10:00:00
Lambda,0.5588,0.4879,2025-01-08 11:00:00
EC2,4.3067,0.9192,2025-01-08 12:00:00
S3,0.0643,0.2693,2025-01-08 13:00:00
DynamoDB,0.4912,0.6816,2025-01-08 14:00:00
DynamoDB,0.4112,0.5971,2025-01-08 15:00:00
EC2,3.9357,0.7975,2025-01-08 16:00:00
Lambda,0.867,0.7095,2025-01-08 17:00:00
EC2,3.0526,0.665,2025-01-08 18:00:00
RDS,1.5435,0.4017,2025-01-08 19:00:00
EC2,3.6738,0.8119,2025-01-08 20:00:00
S3,0.1291,0.5499,2025-01-08 21:00:00
DynamoDB,0.2633,0.3606,2025-01-08 22:00:00
Lambda,0.8936,0.7282,2025-01-08 23:00:00
RDS,1.6104,0.4361,2025-01-09 00:00:00
S3,0.1048,0.428,2025-01-09 01:00:00
DynamoDB,0.5028,0.7793,2025-01-09 02:00:00
DynamoDB,0.4383,0.6595,2025-01-09 03:00:00
Lambda,0.8663,0.7457,2025-01-09 04:00:00
Lambda,0.3185,0.2565,2025-01-09 05:00:00
Lambda,0.6531,0.5728,2025-01-09 06:00:00
RDS,0.8894,0.2494,2025-01-09 07:00:00
Lambda,0.2945,0.2592,2025-01-09 08:00:00
S3,0.1195,0.5231,2025-01-09 09:00:00
Lambda,0.7547,0.5853,2025-01-09 10:00:00
Lambda,0.568,0.4703,2025-01-09 11:00:00
S3,0.204,0.9036,2025-01-09 12:00:00
RDS,2.8,0.7382,2025-01-09 13:00:00
DynamoDB,0.5142,0.6709,2025-01-09 14:00:00
Lambda,0.6479,0.5561,2025-01-09 15:00:00
EC2,3.6463,0.7189,2025-01-09 16:00:00
S3,0.1734,0.7211,2025-01-09 17:00:00
EC2,1.7288,0.3568,2025-01-09 18:00:00
DynamoDB,0.5211,0.6884,2025-01-09 19:00:00
RDS,1.5141,0.4141,2025-01-09 20:00:00
EC2,1.1999,0.2382,2025-01-09 21:00:00
EC2,1.7127,0.3433,2025-01-09 22:00:00
S3,0.0682,0.2701,2025-01-09 23:00:00
RDS,1.9523,0.5644,2025-01-10 00:00:00
DynamoDB,0.446,0.6383,2025-01-10 01:00:00
RDS,2.3076,0.6499,2025-01-10 02:00:00
RDS,0.5333,0.1558,2025-01-10 03:00:00
DynamoDB,0.3184,0.4139,2025-01-10 04:00:00
EC2,3.5302,0.6802,2025-01-10 05:00:00
EC2,3.8809,0.8307,2025-01-10 06:00:00
DynamoDB,0.326,0.4623,2025-01-10 07:00:00
EC2,1.5937,0.3657,2025-01-10 08:00:00
RDS,1.6744,0.4971,2025-01-10 09:00:00
EC2,2.6176,0.4932,2025-01-10 10:00:00
Lambda,0.4824,0.3981,2025-01-10 11:00:00
RDS,2.4872,0.6813,2025-01-10 12:00:00
DynamoDB,0.3948,0.5585,2025-01-10 13:00:00
Lambda,0.5182,0.4536,2025-01-10 14:00:00
RDS,2.1994,0.6692,2025-01-10 15:00:00
S3,0.1549,0.6942,2025-01-10 16:00:00
EC2,3.2653,0.6925,2025-01-10 17:00:00
EC2,1.2527,0.2536,2025-01-10 18:00:00
RDS,2.4146,0.6858,2025-01-10 19:00:00
Lambda,0.6846,0.6441,2025-01-10 20:00:00
S3,0.0603,0.2359,2025-01-10 21:00:00
RDS,1.4864,0.4553,2025-01-10 22:00:00
EC2,1.6493,0.3602,2025-01-10 23:00:00
S3,0.11,0.4668,2025-01-11 00:00:00
EC2,2.5628,0.5358,2025-01-11 01:00:00
Lambda,0.946,0.7719,2025-01-11 02:00:00
Lambda,0.7512,0.5915,2025-01-11 03:00:00
S3,0.0949,0.4222,2025-01-11 04:00:00
EC2,3.5829,0.7414,2025-01-11 05:00:00
DynamoDB,0.368,0.5279,2025-01-11 06:00:00
Lambda,0.4711,0.3766,2025-01-11 07:00:00
S3,0.1738,0.6969,2025-01-11 08:00:00
S3,0.1626,0.6586,2025-01-11 09:00:00
RDS,1.8781,0.5263,2025-01-11 10:00:00
Lambda,0.8738,0.7421,2025-01-11 11:00:00
EC2,2.6444,0.574,2025-01-11 12:00:00
Lambda,0.4366,0.3681,2025-01-11 13:00:00
RDS,1.2699,0.3392,2025-01-11 14:00:00
DynamoDB,0.1667,0.2304,2025-01-11 15:00:00
S3,0.1149,0.5265,2025-01-11 16:00:00
EC2,2.0019,0.4118,2025-01-11 17:00:00
S3,0.1391,0.5857,2025-01-11 18:00:00
RDS,2.2749,0.6354,2025-01-11 19:00:00
EC2,2.4435,0.5027,2025-01-11 20:00:00
Lambda,0.7947,0.6854,2025-01-11 21:00:00
DynamoDB,0.2802,0.4026,2025-01-11 22:00:00
DynamoDB,0.3344,0.4336,2025-01-11 23:00:00
RDS,2.0872,0.6145,2025-01-12 00:00:00
S3,0.0929,0.3799,2025-01-12 01:00:00
DynamoDB,0.2211,0.3187,2025-01-12 02:00:00
S3,0.1789,0.769,2025-01-12 03:00:00
DynamoDB,0.5287,0.6909,2025-01-12 04:00:00
DynamoDB,0.2431,0.3533,2025-01-12 05:00:00
DynamoDB,0.3028,0.4448,2025-01-12 06:00:00
S3,0.1245,0.5242,2025-01-12 07:00:00
EC2,2.938,0.5721,2025-01-12 08:00:00
DynamoDB,0.4894,0.6635,2025-01-12 09:00:00
S3,0.0262,0.1068,2025-01-12 10:00:00
EC2,3.4435,0.8445,2025-01-12 11:00:00
S3,0.1519,0.6379,2025-01-12 12:00:00
Lambda,0.4119,0.33,2025-01-12 13:00:00
DynamoDB,0.6297,0.8419,2025-01-12 14:00:00
S3,0.0974,0.4258,2025-01-12 15:00:00
DynamoDB,0.3975,0.5289,2025-01-12 16:00:00
Lambda,0.4997,0.4226,2025-01-12 17:00:00
S3,0.2529,1.0,2025-01-12 18:00:00
EC2,3.2483,0.73,2025-01-12 19:00:00
DynamoDB,0.2591,0.3586,2025-01-12 20:00:00
DynamoDB,0.2331,0.2998,2025-01-12 21:00:00
Lambda,0.9134,0.7821,2025-01-12 22:00:00
DynamoDB,0.6168,0.8568,2025-01-12 23:00:00
RDS,3.626,1.0,2025-01-13 00:00:00
EC2,3.1599,0.6152,2025-01-13 01:00:00
RDS,2.7894,0.7555,2025-01-13 02:00:00
EC2,2.3227,0.4718,2025-01-13 03:00:00
Lambda,0.4072,0.3368,2025-01-13 04:00:00
RDS,0.9121,0.2781,2025-01-13 05:00:00
RDS,1.9522,0.5101,2025-01-13 06:00:00
Lambda,0.8188,0.6852,2025-01-13 07:00:00
EC2,3.9611,0.8494,2025-01-13 08:00:00
DynamoDB,0.0747,0.1164,2025-01-13 09:00:00
RDS,0.9883,0.2638,2025-01-13 10:00:00
RDS,1.3739,0.373,2025-01-13 11:00:00
Lambda,0.9404,0.8293,2025-01-13 12:00:00
DynamoDB,0.4405,0.5957,2025-01-13 13:00:00
EC2,1.6802,0.3279,2025-01-13 14:00:00
S3,0.1042,0.4425,2025-01-13 15:00:00
EC2,4.5429,0.9223,2025-01-13 16:00:00
Lambda,0.8778,0.6851,2025-01-13 17:00:00
RDS,1.4149,0.3699,2025-01-13 18:00:00
DynamoDB,0.2799,0.3996,2025-01-13 19:00:00
RDS,1.5543,0.4456,2025-01-13 20:00:00
Lambda,0.808,0.6644,2025-01-13 21:00:00
EC2,1.9935,0.4018,2025-01-13 22:00:00
RDS,1.5756,0.445,2025-01-13 23:00:00
S3,0.1252,0.5097,2025-01-14 00:00:00
Lambda,0.681,0.578,2025-01-14 01:00:00
EC2,3.1775,0.6694,2025-01-14 02:00:00
DynamoDB,0.2462,0.369,2025-01-14 03:00:00
EC2,3.3459,0.6966,2025-01-14 04:00:00
S3,0.1369,0.5422,2025-01-14 05:00:00
RDS,1.3562,0.4045,2025-01-14 06:00:00
EC2,2.505,0.514,2025-01-14 07:00:00
S3,0.1153,0.4474,2025-01-14 08:00:00
S3,0.0007,0.0028,2025-01-14 09:00:00
S3,0.1616,0.6582,2025-01-14 10:00:00
Lambda,0.0,0.0,2025-01-14 11:00:00
Lambda,0.3447,0.2947,2025-01-14 12:00:00
EC2,2.2818,0.4659,2025-01-14 13:00:00
EC2,3.1484,0.6279,2025-01-14 14:00:00
EC2,3.2235,0.6632,2025-01-14 15:00:00
RDS,1.985,0.5832,2025-01-14 16:00:00
RDS,1.3156,0.3498,2025-01-14 17:00:00
EC2,3.3197,0.6674,2025-01-14 18:00:00
DynamoDB,0.2989,0.3971,2025-01-14 19:00:00
Lambda,0.3386,0.2678,2025-01-14 20:00:00
Lambda,0.5826,0.4478,2025-01-14 21:00:00
S3,0.0511,0.1957,2025-01-14 22:00:00
EC2,2.014,0.4277,2025-01-14 23:00:00
RDS,1.8727,0.539,2025-01-15 00:00:00
S3,0.1122,0.4855,2025-01-15 01:00:00
Lambda,0.4423,0.3598,2025-01-15 02:00:00
EC2,1.4756,0.3197,2025-01-15 03:00:00
Lambda,0.2637,0.2254,2025-01-15 04:00:00
DynamoDB,0.5257,0.7623,2025-01-15 05:00:00
S3,0.0857,0.3537,2025-01-15 06:00:00
EC2,2.2718,0.4258,2025-01-15 07:00:00
DynamoDB,0.3422,0.4675,2025-01-15 08:00:00
DynamoDB,0.5188,0.6888,2025-01-15 09:00:00
RDS,1.9521,0.5467,2025-01-15 10:00:00
EC2,4.3214,0.9048,2025-01-15 11:00:00
RDS,1.4341,0.4117,2025-01-15 12:00:00
DynamoDB,0.1159,0.1546,2025-01-15 13:00:00
EC2,0.1458,0.0304,2025-01-15 14:00:00
EC2,2.4501,0.459,2025-01-15 15:00:00
EC2,0.6127,0.1337,2025-01-15 16:00:00
EC2,2.2469,0.4728,2025-01-15 17:00:00
RDS,1.3986,0.3901,2025-01-15 18:00:00
Lambda,0.303,0.2481,2025-01-15 19:00:00
EC2,0.1712,0.0357,2025-01-15 20:00:00
S3,0.0958,0.3799,2025-01-15 21:00:00
EC2,4.0175,0.8511,2025-01-15 22:00:00
RDS,2.757,0.7781,2025-01-15 23:00:00
EC2,1.6011,0.3068,2025-01-16 00:00:00
Lambda,0.7251,0.6042,2025-01-16 01:00:00
DynamoDB,0.4652,0.6374,2025-01-16 02:00:00
RDS,1.6341,0.4862,2025-01-16 03:00:00
EC2,2.207,0.4459,2025-01-16 04:00:00
EC2,2.3851,0.4754,2025-01-16 05:00:00
EC2,2.6468,0.5767,2025-01-16 06:00:00
DynamoDB,0.1687,0.2362,2025-01-16 07:00:00
EC2,1.9286,0.3952,2025-01-16 08:00:00
Lambda,0.4145,0.3564,2025-01-16 09:00:00
RDS,2.5772,0.7106,2025-01-16 10:00:00
RDS,1.2952,0.3595,2025-01-16 11:00:00
EC2,3.7785,0.7758,2025-01-16 12:00:00
DynamoDB,0.4286,0.6186,2025-01-16 13:00:00
RDS,2.8333,0.7053,2025-01-16 14:00:00
S3,0.0772,0.3417,2025-01-16 15:00:00
DynamoDB,0.4021,0.5351,2025-01-16 16:00:00
DynamoDB,0.3286,0.4817,2025-01-16 17:00:00
EC2,2.3644,0.4783,2025-01-16 18:00:00
RDS,1.5527,0.4186,2025-01-16 19:00:00
RDS,2.6703,0.7329,2025-01-16 20:00:00
RDS,1.8537,0.4944,2025-01-16 21:00:00
RDS,1.1271,0.3288,2025-01-16 22:00:00
DynamoDB,0.3137,0.4467,2025-01-16 23:00:00
DynamoDB,0.2667,0.3393,2025-01-17 00:00:00
EC2,4.4058,0.9344,2025-01-17 01:00:00
Lambda,0.6162,0.5183,2025-01-17 02:00:00
EC2,3.6893,0.7215,2025-01-17 03:00:00
RDS,0.5328,0.1445,2025-01-17 04:00:00
DynamoDB,0.1869,0.2386,2025-01-17 05:00:00
Lambda,0.6766,0.588,2025-01-17 06:00:00
DynamoDB,0.3206,0.4517,2025-01-17 07:00:00
S3,0.1528,0.605,2025-01-17 08:00:00
EC2,1.417,0.2704,2025-01-17 09:00:00
EC2,3.769,0.8211,2025-01-17 10:00:00
EC2,2.6812,0.5146,2025-01-17 11:00:00
DynamoDB,0.5285,0.7466,2025-01-17 12:00:00
EC2,3.6586,0.6629,2025-01-17 13:00:00
DynamoDB,0.3633,0.521,2025-01-17 14:00:00
S3,0.1299,0.5345,2025-01-17 15:00:00
DynamoDB,0.2907,0.3951,2025-01-17 16:00:00
S3,0.0578,0.2491,2025-01-17 17:00:00
DynamoDB,0.428,0.6516,2025-01-17 18:00:00
Lambda,0.7346,0.6806,2025-01-17 19:00:00
Lambda,0.1799,0.1537,2025-01-17 20:00:00
RDS,2.1395,0.5574,2025-01-17 21:00:00
RDS,1.8188,0.5115,2025-01-17 22:00:00
DynamoDB,0.4241,0.6159,2025-01-17 23:00:00
RDS,1.7864,0.5279,2025-01-18 00:00:00
S3,0.1232,0.5165,2025-01-18 01:00:00
S3,0.0821,0.3391,2025-01-18 02:00:00
S3,0.1351,0.5317,2025-01-18 03:00:00
EC2,0.8553,0.1789,2025-01-18 04:00:00
EC2,1.7428,0.3479,2025-01-18 05:00:00
S3,0.1602,0.6508,2025-01-18 06:00:00
Lambda,0.4502,0.3592,2025-01-18 07:00:00
DynamoDB,0.1275,0.194,2025-01-18 08:00:00
RDS,0.8799,0.2448,2025-01-18 09:00:00
DynamoDB,0.3892,0.635,2025-01-18 10:00:00
Lambda,0.9235,0.7645,2025-01-18 11:00:00
Lambda,0.2249,0.1864,2025-01-18 12:00:00
DynamoDB,0.5328,0.7185,2025-01-18 13:00:00
DynamoDB,0.4829,0.7198,2025-01-18 14:00:00
S3,0.0955,0.4172,2025-01-18 15:00:00
S3,0.2089,0.8435,2025-01-18 16:00:00
RDS,3.5158,1.0,2025-01-18 17:00:00
Lambda,0.423,0.3551,2025-01-18 18:00:00
DynamoDB,0.5483,0.7757,2025-01-18 19:00:00
Lambda,0.6329,0.5249,2025-01-18 20:00:00
Lambda,0.5896,0.5079,2025-01-18 21:00:00
Lambda,0.5619,0.4725,2025-01-18 22:00:00
EC2,2.5056,0.4985,2025-01-18 23:00:00
DynamoDB,0.5877,0.8521,2025-01-19 00:00:00
DynamoDB,0.291,0.4216,2025-01-19 01:00:00
S3,0.1255,0.5374,2025-01-19 02:00:00
EC2,2.7753,0.548,2025-01-19 03:00:00
S3,0.0,0.0,2025-01-19 04:00:00
DynamoDB,0.3005,0.408,2025-01-19 05:00:00
DynamoDB,0.2447,0.3207,2025-01-19 06:00:00
EC2,3.3699,0.6827,2025-01-19 07:00:00
RDS,2.2827,0.6586,2025-01-19 08:00:00
Lambda,0.4683,0.3761,2025-01-19 09:00:00
S3,0.0892,0.3465,2025-01-19 10:00:00
S3,0.1071,0.4353,2025-01-19 11:00:00
S3,0.213,0.9198,2025-01-19 12:00:00
EC2,2.596,0.5138,2025-01-19 13:00:00
Lambda,0.8147,0.6903,2025-01-19 14:00:00
S3,0.0941,0.3967,2025-01-19 15:00:00
RDS,2.8028,0.7896,2025-01-19 16:00:00
RDS,1.8166,0.5156,2025-01-19 17:00:00
DynamoDB,0.4652,0.6411,2025-01-19 18:00:00
Lambda,0.3418,0.2993,2025-01-19 19:00:00
DynamoDB,0.0692,0.1003,2025-01-19 20:00:00
DynamoDB,0.5057,0.6588,2025-01-19 21:00:00
Lambda,0.7857,0.6371,2025-01-19 22:00:00
DynamoDB,0.355,0.4747,2025-01-19 23:00:00
Lambda,0.729,0.5573,2025-01-20 00:00:00
RDS,1.8452,0.4803,2025-01-20 01:00:00
Lambda,0.8396,0.6748,2025-01-20 02:00:00
S3,0.0245,0.0977,2025-01-20 03:00:00
EC2,2.227,0.4745,2025-01-20 04:00:00
RDS,0.7321,0.2034,2025-01-20 05:00:00
EC2,2.2738,0.5067,2025-01-20 06:00:00
RDS,0.7572,0.2053,2025-01-20 07:00:00
S3,0.1634,0.6743,2025-01-20 08:00:00
EC2,3.4897,0.7302,2025-01-20 09:00:00
S3,0.112,0.4891,2025-01-20 10:00:00
S3,0.0493,0.188,2025-01-20 11:00:00
RDS,2.4325,0.7263,2025-01-20 12:00:00
DynamoDB,0.3805,0.5312,2025-01-20 13:00:00
S3,0.1047,0.4452,2025-01-20 14:00:00
S3,0.144,0.5763,2025-01-20 15:00:00
RDS,2.0771,0.5805,2025-01-20 16:00:00
Lambda,0.5886,0.4686,2025-01-20 17:00:00
RDS,2.1414,0.5927,2025-01-20 18:00:00
S3,0.1203,0.4928,2025-01-20 19:00:00
RDS,1.5229,0.4063,2025-01-20 20:00:00
S3,0.067,0.2848,2025-01-20 21:00:00
EC2,2.8175,0.6222,2025-01-20 22:00:00
Lambda,0.2232,0.1854,2025-01-20 23:00:00
EC2,0.7213,0.1607,2025-01-21 00:00:00
EC2,3.0943,0.6513,2025-01-21 01:00:00
Lambda,0.8538,0.7571,2025-01-21 02:00:00
EC2,2.356,0.4812,2025-01-21 03:00:00
DynamoDB,0.2013,0.2659,2025-01-21 04:00:00
EC2,2.6577,0.6021,2025-01-21 05:00:00
S3,0.1205,0.4925,2025-01-21 06:00:00
Lambda,0.4245,0.382,2025-01-21 07:00:00
RDS,2.2217,0.5557,2025-01-21 08:00:00
S3,0.1094,0.4226,2025-01-21 09:00:00
DynamoDB,0.2544,0.3495,2025-01-21 10:00:00
Lambda,0.7848,0.6543,2025-01-21 11:00:00
EC2,2.1909,0.4405,2025-01-21 12:00:00
EC2,4.2792,0.8783,2025-01-21 13:00:00
S3,0.0943,0.3968,2025-01-21 14:00:00
S3,0.2416,1.0,2025-01-21 15:00:00
Lambda,0.4312,0.3811,2025-01-21 16:00:00
S3,0.0329,0.1348,2025-01-21 17:00:00
S3,0.1484,0.6309,2025-01-21 18:00:00
Lambda,0.5615,0.497,2025-01-21 19:00:00
S3,0.1294,0.5266,2025-01-21 20:00:00
Lambda,0.5114,0.393,2025-01-21 21:00:00
DynamoDB,0.2429,0.3326,2025-01-21 22:00:00
S3,0.1601,0.6697,2025-01-21 23:00:00
S3,0.103,0.4623,2025-01-22 00:00:00
S3,0.1836,0.7715,2025-01-22 01:00:00
EC2,3.0139,0.6075,2025-01-22 02:00:00
S3,0.089,0.3743,2025-01-22 03:00:00
Lambda,0.8689,0.7669,2025-01-22 04:00:00
EC2,4.2773,0.9256,2025-01-22 05:00:00
EC2,1.276,0.2641,2025-01-22 06:00:00
S3,0.2044,0.9417,2025-01-22 07:00:00
RDS,1.7389,0.4718,2025-01-22 08:00:00
EC2,2.4788,0.5067,2025-01-22 09:00:00
Lambda,0.4148,0.3564,2025-01-22 10:00:00
S3,0.1065,0.4703,2025-01-22 11:00:00
Lambda,0.5778,0.4911,2025-01-22 12:00:00
RDS,1.485,0.406,2025-01-22 13:00:00
S3,0.0322,0.1359,2025-01-22 14:00:00
Lambda,1.0934,0.9635,2025-01-22 15:00:00
Lambda,0.911,0.7571,2025-01-22 16:00:00
S3,0.085,0.3794,2025-01-22 17:00:00
DynamoDB,0.4077,0.5279,2025-01-22 18:00:00
DynamoDB,0.3027,0.4222,2025-01-22 19:00:00
RDS,2.5705,0.7021,2025-01-22 20:00:00
EC2,0.895,0.1855,2025-01-22 21:00:00
EC2,3.8446,0.8024,2025-01-22 22:00:00
S3,0.0,0.0,2025-01-22 23:00:00
S3,0.1004,0.4603,2025-01-23 00:00:00
S3,0.0413,0.1642,2025-01-23 01:00:00
S3,0.081,0.3535,2025-01-23 02:00:00
DynamoDB,0.3434,0.4929,2025-01-23 03:00:00
RDS,1.8531,0.52,2025-01-23 04:00:00
Lambda,0.304,0.26,2025-01-23 05:00:00
Lambda,0.7077,0.5886,2025-01-23 06:00:00
DynamoDB,0.3819,0.4836,2025-01-23 07:00:00
RDS,2.4255,0.6462,2025-01-23 08:00:00
S3,0.1133,0.4668,2025-01-23 09:00:00
EC2,2.0634,0.4138,2025-01-23 10:00:00
DynamoDB,0.3479,0.4779,2025-01-23 11:00:00
DynamoDB,0.3828,0.5321,2025-01-23 12:00:00
S3,0.232,1.0,2025-01-23 13:00:00
DynamoDB,0.2718,0.3649,2025-01-23 14:00:00
Lambda,0.4505,0.381,2025-01-23 15:00:00
S3,0.0695,0.2827,2025-01-23 16:00:00
Lambda,0.7097,0.6009,2025-01-23 17:00:00
S3,0.14,0.643,2025-01-23 18:00:00
EC2,1.7068,0.3586,2025-01-23 19:00:00
Lambda,0.2908,0.2655,2025-01-23 20:00:00
S3,0.1089,0.4384,2025-01-23 21:00:00
DynamoDB,0.5297,0.7564,2025-01-23 22:00:00
